OPEID;OpeDomNuf;OpePnaNuf;OpeStkNuf;OpePcxCode;OpeDate;ArtCode;ArtLib;DepCode;OpeQteUS;OpeNumSerie;OpePA;CliCode;CliLib
539;Stocks;Entrée en stock;En stock;IN-150172;31/12/2015;APP-ME913NF/A;iPad Air Wi-Fi Retina 16Go Silver (Démo);DCOM;1;SDMQLKCM8FK14;284,35;;
19161;Achats;Bon de réception;En stock;BR-170326;12/12/2017;APP-ME918Z/A;AirPort Extreme 802.11ac;COM;1;SC86V83L8FJ1R;137,96;;
39560;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGD83F/A;iPhone 12 Pro Max 128GB Silver;COM;1;SF2LDLC0T0D50;976,74;;
39514;Achats;Bon de réception;En stock;BR-200192;12/11/2020;APP-MGDA3F/A;iPhone 12 Pro Max 128GB Pacific Blue;COM;1;SF2LDL83F0D52;976,75;;
39564;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGDA3F/A;iPhone 12 Pro Max 128GB Pacific Blue;COM;1;SF2LDM2KC0D52;976,74;;
39565;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGDC3F/A;iPhone 12 Pro Max 256GB Graphite;COM;1;SF2LDJEN50D53;1069,74;;
39567;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGDD3F/A;iPhone 12 Pro Max 256GB Silver;COM;1;SG0NDL2ZH0D54;1069,74;;
39568;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGDD3F/A;iPhone 12 Pro Max 256GB Silver;COM;1;SG0NDL20Y0D54;1069,74;;
39508;Achats;Bon de réception;En stock;BR-200191;12/11/2020;APP-MGDX3F/A;iPhone 12 mini 64GB Black;COM;1;SF4HDKJP40GPP;627,86;;
39544;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGDX3F/A;iPhone 12 mini 64GB Black;COM;1;SF4HDKNWV0GPP;627,85;;
39545;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGDX3F/A;iPhone 12 mini 64GB Black;COM;1;SF4HDK31S0GPP;627,85;;
39773;Achats;Bon de réception;En stock;BR-200208;26/11/2020;APP-MGDX3F/A;iPhone 12 mini 64GB Black;COM;1;SF4GDPB240GPP;627,86;;
39510;Achats;Bon de réception;En stock;BR-200191;12/11/2020;APP-MGDY3F/A;iPhone 12 mini 64GB White;COM;1;SF4GDM26Y0GPQ;627,86;;
39547;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGDY3F/A;iPhone 12 mini 64GB White;COM;1;SF4GDM0830GPQ;627,85;;
39548;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGDY3F/A;iPhone 12 mini 64GB White;COM;1;SF4GDM0BM0GPQ;627,85;;
39549;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGE03F/A;iPhone 12 mini 64GB (PRODUCT)RED;COM;1;SF71DL3TQ0GPR;627,85;;
39550;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGE13F/A;iPhone 12 mini 64GB Blue;COM;1;SF4GDLWLS0GPT;627,85;;
39526;Achats;Bon de réception;En stock;BR-200193;12/11/2020;APP-MGE33F/A;iPhone 12 mini 128GB Black;COM;1;SF4GDK4L30GPW;666,74;;
39553;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGE43F/A;iPhone 12 mini 128GB White;COM;1;SF71DL3TQ0GPX;666,74;;
39527;Achats;Bon de réception;En stock;BR-200193;12/11/2020;APP-MGE53F/A;iPhone 12 mini 128GB (PRODUCT)RED;COM;1;SC7CDL4H90GPY;666,74;;
39555;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGE53F/A;iPhone 12 mini 128GB (PRODUCT)RED;COM;1;SC7CDM1B60GPY;666,74;;
39556;Achats;Bon de réception;En stock;BR-200194;13/11/2020;APP-MGE63F/A;iPhone 12 mini 128GB Blue;COM;1;SC7CDLEMN0GQ0;666,74;;
39485;Achats;Bon de réception;En stock;BR-200190;10/11/2020;APP-MGJ53F/A;iPhone 12 64GB Black;COM;1;SFFWDMW450F0N;705,3566667;;
39486;Achats;Bon de réception;En stock;BR-200190;10/11/2020;APP-MGJ53F/A;iPhone 12 64GB Black;COM;1;SFFVDM0Y90F0N;705,3566667;;
39487;Achats;Bon de réception;En stock;BR-200190;10/11/2020;APP-MGJ53F/A;iPhone 12 64GB Black;COM;1;SFFWDMVSG0F0N;705,3566667;;
38942;Achats;Bon de réception;En stock;BR-200162;21/10/2020;APP-MGJ63F/A;iPhone 12 64GB White;COM;1;SFFXDHDQB0F0Q;705,36;;
39489;Achats;Bon de réception;En stock;BR-200190;10/11/2020;APP-MGJ63F/A;iPhone 12 64GB White;COM;1;SFFXDMBY40F0Q;705,36;;
38944;Achats;Bon de réception;En stock;BR-200162;21/10/2020;APP-MGJ73F/A;iPhone 12 64GB (PRODUCT)RED;COM;1;SFFXDH2RW0F0R;705,36;;
39682;Achats;Bon de réception;En stock;BR-200202;19/11/2020;APP-MGJ83F/A;iPhone 12 64GB Blue;COM;1;SFFMDNMZD0F0V;705,3566667;;
39683;Achats;Bon de réception;En stock;BR-200202;19/11/2020;APP-MGJ83F/A;iPhone 12 64GB Blue;COM;1;SFFMDNMGB0F0V;705,3566667;;
39684;Achats;Bon de réception;En stock;BR-200202;19/11/2020;APP-MGJ83F/A;iPhone 12 64GB Blue;COM;1;SFFMDNNZ50F0V;705,3566667;;
38946;Achats;Bon de réception;En stock;BR-200162;21/10/2020;APP-MGJA3F/A;iPhone 12 128GB Black;COM;1;SFFWDH1MB0F0X;744,25;;
38947;Achats;Bon de réception;En stock;BR-200162;21/10/2020;APP-MGJA3F/A;iPhone 12 128GB Black;COM;1;SFFWDH1JE0F0X;744,25;;
39307;Achats;Bon de réception;En stock;BR-200179;05/11/2020;APP-MGJA3F/A;iPhone 12 128GB Black;COM;1;SFFXDK0TD0F0X;744,25;;
39329;Achats;Bon de réception;En stock;BR-200181;05/11/2020;APP-MGJA3F/A;iPhone 12 128GB Black;COM;1;SFFXDF0E00F0X;744,2466667;;
39330;Achats;Bon de réception;En stock;BR-200181;05/11/2020;APP-MGJA3F/A;iPhone 12 128GB Black;COM;1;SFFMDH17K0F0X;744,2466667;;
39331;Achats;Bon de réception;En stock;BR-200181;05/11/2020;APP-MGJA3F/A;iPhone 12 128GB Black;COM;1;SFFXDJ5Q80F0X;744,2466667;;
38954;Achats;Bon de réception;En stock;BR-200162;21/10/2020;APP-MGJC3F/A;iPhone 12 128GB White;COM;1;SFFMDF9ZZ0F0Y;744,25;;
39332;Achats;Bon de réception;En stock;BR-200181;05/11/2020;APP-MGJC3F/A;iPhone 12 128GB White;COM;1;SFFXDL0XV0F0Y;744,25;;
39651;Achats;Bon de réception;En stock;BR-200198;18/11/2020;APP-MGN63FN/A;MacBook Air 13 M1 CPU 8 coeurs et GPU 7 coeurs, 8Go, 256 Go SSD - Gris Sideral ;COM;1;SC02DL9B5Q6L4;799,71;;
14690;Stocks;Transfert;En stock;VDCOM-170007;22/06/2017;APP-MJVE2F/A;MacBook Air 13 bicoeur core i5 1,6Ghz/4Go/128Go flash;DEPCOM;1;SC02QG9FQG940;794,48;;
532;Stocks;Entrée en stock;En stock;IN-150172;31/12/2015;APP-MK452FN/A;iMac 21,5 Core i5 Quad Coeur 3.1 Ghz 4K/ 8 Go / 1To / Intel IrisPro Grap 6200;DCOM;1;SDGKQK0XCGG78;1210,48;;
533;Stocks;Entrée en stock;En stock;IN-150172;31/12/2015;APP-MK462FN/A;iMac 27 Core i5 Quad Coeur 3.2 Ghz 5K/ 8 Go / 1To / Radeon R9 M380 2Go;DCOM;1;SC02QF7X4GG7J;1496,35;;
4411;Achats;Bon de réception;En stock;BR-160137;26/07/2016;APP-MKU12ZD/A;iPhone 6s Plus 16GB Space Gray;COM;1;SFCCRX09WGRWF;659,3;;
25545;Achats;Bon de réception;En stock;BR-180306;26/10/2018;APP-ML8V2ZM/A;Powerbeats3 Wireless Earphones - Black;COM;1;SFV2VKN87GQ65;127,51;;
14590;Stocks;Transfert;En stock;VDCOM-170005;19/06/2017;APP-MLL42FN/A;MacBook Pro 13 Intel Core i5 bicœur à 2,0 GHz, 256 Go - Gris Sideral;DEPCOM;1;SC02SJHRJGVC1;1183,53;;
641;Stocks;Entrée en stock;En stock;IN-150173;31/12/2015;APP-MLNC2FD/A;Apple TV 64Gb;COM;1;SC0HQLWA4GXH8;167,27;;
643;Stocks;Entrée en stock;En stock;IN-150173;31/12/2015;APP-MLNC2FD/A;Apple TV 64Gb;COM;1;SC1MQL16WGXH8;167,27;;
1262;Achats;Bon de réception;En stock;BR-160013;29/01/2016;APP-MLNC2FD/A;Apple TV 64Gb;COM;1;SDY5QM25XGXH8;167,31;;
1263;Achats;Bon de réception;En stock;BR-160013;29/01/2016;APP-MLNC2FD/A;Apple TV 64Gb;COM;1;SDY5QM289GXH8;167,31;;
1264;Achats;Bon de réception;En stock;BR-160013;29/01/2016;APP-MLNC2FD/A;Apple TV 64Gb;COM;1;SDY5QM24ZGXH8;167,31;;
14422;Stocks;Transfert;En stock;VDCOM-170004;14/06/2017;APP-MNDY2FN/A;21.5-inch iMac with Retina 4K display: 3.0GHz quad-core Intel Core i5;DCOM;1;SC02TF1USJ1G5;1044,74;;
14420;Stocks;Transfert;En stock;VDCOM-170004;14/06/2017;APP-MNE92FN/A;27-inch iMac with Retina 5K display: 3.4GHz quad-core Intel Core i5;DCOM;1;SC02TH4Z8J1GG;1465,31;;
26724;Achats;Bon de réception;En stock;BR-180359;12/12/2018;APP-MNET2ZM/A;Casque BEATS Solo3 Wireless or rose;DCOM;1;SFL6WW2BJH8VJ;210,87;;
25543;Achats;Bon de réception;En stock;BR-180306;26/10/2018;APP-MNLV2ZM/A;BeatsX Earphones - Grey;COM;1;SFTRVF5FYHDQV;95,21;;
15715;Achats;Bon de réception;En stock;BR-170209;28/07/2017;APP-MNY32NF/A;iPad mini 4 Wi-Fi 32GB - Gold;DCOM;1;SDLXS7J3NHGJ3;321,57;;
10981;Achats;Bon de réception;En stock;BR-170036;24/01/2017;APP-MP582ZM/A;Casque BEATS Solo3 Wireless Noir;DCOM;1;SFL6STKSXHMC6;165,98;;
26725;Achats;Bon de réception;En stock;BR-180359;12/12/2018;APP-MP582ZM/A;Casque BEATS Solo3 Wireless Noir;DCOM;1;SFL6XC4SBHMC6;211,88;;
34971;Achats;Bon de réception;En stock;BR-190420;13/02/2020;APP-MP7P2FD/A;Apple TV 4K 64GB;COM;1;SC07ZXA8LHNM4;157,57;;
34972;Achats;Bon de réception;En stock;BR-190420;13/02/2020;APP-MP7P2FD/A;Apple TV 4K 64GB;COM;1;SC07ZXAJEHNM4;157,57;;
20134;Achats;Bon de réception;En stock;BR-180013;16/01/2018;APP-MQ2Y2FN/A;iMac Pro 27 5K 3GHz 8C Xeon W 32/SSD1To/RadeonPro Vega56-8;DCOM;1;SC02VT9W7HX87;3733,8;;
31001;Stocks;Transfert;En stock;VDCOM-180015;22/07/2019;APP-MQCY2ZM/A;Beats Studio3 Wireless Over-Ear Headphones - Blue;DCOM;1;SGD6Y4059J1FY;191,31;;
31817;Stocks;Entrée en stock;En stock;IN-190007;30/09/2019;APP-MQD02ZM/A;Beats Studio3 Wireless Over-Ear Headphones - Red;DCOM;1;SGD6Y12G3J1G0;191,31;;
16428;Achats;Bon de réception;En stock;BR-170240;22/09/2017;APP-MQD22FD/A;Apple TV 4K 32GB;DCOM;1;SDY3VDLC6J1WF;143,44;;
39752;Achats;Bon de réception;En stock;BR-200205;25/11/2020;APP-MQD22FD/A;Apple TV 4K 32GB;COM;1;SDY5DJK1HJ1WF;147,64;;
39753;Achats;Bon de réception;En stock;BR-200205;25/11/2020;APP-MQD22FD/A;Apple TV 4K 32GB;COM;1;SDY5DJJP9J1WF;147,64;;
39754;Achats;Bon de réception;En stock;BR-200205;25/11/2020;APP-MQD22FD/A;Apple TV 4K 32GB;COM;1;SDY5DJKC9J1WF;147,64;;
34450;Achats;Bon de réception;En stock;BR-190401;17/01/2020;APP-MQHV2F/A;HomePod - White;COM;1;SDQTVW3LVJ265;241,69;;
34451;Achats;Bon de réception;En stock;BR-190401;17/01/2020;APP-MQHV2F/A;HomePod - White;COM;1;SDLXW2WBPJ265;241,69;;
23117;Stocks;Transfert;En stock;VDCOM-180001;20/06/2018;APP-MQHW2F/A;HomePod - Space Grey;DCOM;1;SDLXWH4YXHQK8;255,93;;
25098;Stocks;Transfert;En stock;VDCOM-180010;03/10/2018;APP-MQHW2F/A;HomePod - Space Grey;DCOM;1;SDLXWFEEPHQK8;255,93;;
34452;Achats;Bon de réception;En stock;BR-190401;17/01/2020;APP-MQHW2F/A;HomePod - Space Grey;COM;1;SDLXVLRW3HQK8;241,69;;
34453;Achats;Bon de réception;En stock;BR-190401;17/01/2020;APP-MQHW2F/A;HomePod - Space Grey;COM;1;SDLXVK28KHQK8;241,69;;
37781;Ventes;Facture client;En stock;FCOM-2001720;27/08/2020;APP-MQKN2ZD/A;Apple Watch Series 3 GPS + Cellular, 42mm Space Grey Aluminium Case with Black S;COM;1;SG99WV532J6HX;359,26;0003617;BONNET LOUIS
25544;Achats;Bon de réception;En stock;BR-180306;26/10/2018;APP-MR3J2ZM/A;BeatsX Earphones - Matte Silver;COM;1;SFL6W58QDJC2H;95,21;;
30140;Stocks;Transfert;En stock;VDCOM-180014;09/05/2019;APP-MRT32FN/A;Imac 21 4K 3.0GHz quadricoeur i3 8GO SATA 1TB ;DCOM;1;SC02Y51G2JWDW;1019,5;;
36890;Achats;Bon de réception;En stock;BR-200064;01/07/2020;APP-MRY42ZD/A;iPhone XR 64GB Black;COM;1;SDX3CN2D5KXK1;550,35;;
25871;Achats;Bon de réception;En stock;BR-180322;07/11/2018;APP-MRYJ2ZD/A;iPhone XR 256GB Black;COM;1;SF4GXK304KXKG;789,05;;
28583;Achats;Bon de réception;En stock;BR-190057;26/02/2019;APP-MRYN2ZD/A;iPhone XR 256GB Yellow;COM;1;SF71XM1YFKXKK;789,05;;
28522;Achats;Bon de réception;En stock;BR-190055;13/02/2019;APP-MRYP2ZD/A;iPhone XR 256GB Coral;COM;1;SF71XR03EKXKL;789,05;;
30658;Achats;Bon de réception;En stock;BR-190237;25/06/2019;APP-MT502ZD/A;iPhone XS Max 64GB Space Grey;COM;1;SF2LYD5F8KPH1;963,38;;
26526;Achats;Bon de réception;En stock;BR-180350;04/12/2018;APP-MT532ZD/A;iPhone XS Max 256GB Space Grey;COM;1;SFFWXFF94KPH4;1095,71;;
26793;Achats;Bon de réception;En stock;BR-180364;13/12/2018;APP-MT9K2ZD/A;iPhone XS 256GB Gold;COM;1;SC39XQZ1NKPG6;1019,05;;
26794;Achats;Bon de réception;En stock;BR-180364;13/12/2018;APP-MT9K2ZD/A;iPhone XS 256GB Gold;COM;1;SC39XN2JRKPG6;1019,05;;
26645;Achats;Bon de réception;En stock;BR-180355;08/12/2018;APP-MT9L2ZD/A;iPhone XS 512GB Space Grey;COM;1;SC39XM4CTKPG7;1195,38;;
30002;Achats;Bon de réception;En stock;BR-190204;30/04/2019;APP-MU6F2NF/A;Apple Watch 4 GPS, 44mm Gold Aluminium Case with Pink Sand Sport Band;COM;1;SFHLXL0Q0KDH1;344,26;;
31815;Stocks;Entrée en stock;En stock;IN-190007;30/09/2019;APP-MV902FN/A;MACBOOK PRO TB 15.4 i7 2.6GHZ/16GB/RP555X/256GB-SPACE GRAY;DCOM;1;SC02YM53ELVCF;1861,86;;
39095;Achats;Bon de réception;En stock;BR-200167;27/10/2020;APP-MVH52FN/A;MacBook Air 13 pouces: Processeur Intel Core i5 quadricœur de 10e génération à 1;COM;1;SFVFD3AQ8M6KJ;1062,2;;
35463;Stocks;Transfert;En stock;VDCOM-180017;27/03/2020;APP-MVVJ2FN/A;MacBook Pro 16 pouces 2.6GHz i7 16GB/512GB/AMD5300M - Gris Sidéral;DCOM;1;SC02ZMCYZMD6M;1795,08;;
38678;Achats;Bon de réception;En stock;BR-200150;09/10/2020;APP-MWC32ZD/A;iPhone 11 Pro 64GB Silver;COM;1;SF17CP0DFN6Y3;816,2;;
33743;Achats;Bon de réception;En stock;BR-190377;20/12/2019;APP-MWC52ZD/A;iPhone 11 Pro 64GB Gold;COM;1;SDNPZQ84TN6Y4;889,56;;
33744;Achats;Bon de réception;En stock;BR-190377;20/12/2019;APP-MWC52ZD/A;iPhone 11 Pro 64GB Gold;COM;1;SDNPZQE14N6Y4;889,56;;
38776;Achats;Bon de réception;En stock;BR-200155;16/10/2020;APP-MWLX2ZD/A;iPhone 11 64GB Purple;COM;1;SG0NCT3WTN739;628;;
38777;Achats;Bon de réception;En stock;BR-200155;16/10/2020;APP-MWLY2ZD/A;iPhone 11 64GB Green;COM;1;SDX3D254GN73C;627,9;;
38780;Achats;Bon de réception;En stock;BR-200155;16/10/2020;APP-MWM22ZD/A;iPhone 11 128GB White;COM;1;SFK1D363EN73F;666,8;;
38781;Achats;Bon de réception;En stock;BR-200155;16/10/2020;APP-MWM42ZD/A;iPhone 11 128GB Yellow;COM;1;SDX3D52QSN73H;666,8;;
36900;Achats;Bon de réception;En stock;BR-200064;01/07/2020;APP-MWP22ZM/A;AirPods Pro;COM;1;SH19CRDYRLKKT;172,07;;
38788;Achats;Bon de réception;En stock;BR-200155;16/10/2020;APP-MWP22ZM/A;AirPods Pro;COM;1;SGX9D69KSLKKT;172,1;;
38789;Achats;Bon de réception;En stock;BR-200155;16/10/2020;APP-MWP22ZM/A;AirPods Pro;COM;1;SGX9D64YPLKKT;172,1;;
38792;Achats;Bon de réception;En stock;BR-200155;16/10/2020;APP-MWP22ZM/A;AirPods Pro;COM;1;SGWKD5R7ELKKT;172,1;;
38793;Achats;Bon de réception;En stock;BR-200155;16/10/2020;APP-MWP22ZM/A;AirPods Pro;COM;1;SGXDD65M7LKKT;172,1;;
38797;Achats;Bon de réception;En stock;BR-200155;16/10/2020;APP-MWP22ZM/A;AirPods Pro;COM;1;SGX9D61WQLKKT;172,1;;
35794;Achats;Bon de réception;En stock;BR-200009;23/05/2020;APP-MWP42FN/A;MacBook Pro 13" Touch Bar: i5 2,0 GHz, 16Go, 512Go - Gris sidéral ;DCOM;1;SC02CKCD5ML7H;1508,04;;
36024;Stocks;Transfert;En stock;VDCOM-200001;03/06/2020;APP-MWTJ2FN/A;MacBook Air 13 pouces Core i3 bicœur 10e gen. 1,1GHz, 8Go/256 Go - Gris sidéral;DCOM;1;SFVFC90NFMNHP;813,96;;
